,restaurant_name,review_stars,text,date,review_age,review_length,high_emotional_language,mixed_sentiment,direct_warning,indirect_warning,contamination_hygiene,log_compliment_photos
90338,McDonald's,1,"This place has been trash for years now! You wait in drive thru forever and when you get your food the fries taste like they was cooked before you ever got in drive thru and say there for half hour or longer! Management must think fries are expensive and to never throw them out properly! 
And today they let me and a gang of other cars sit in drive thru for 20-30minutes before opening up they side door and yelling out  they are closed till 11. Too lazy to make a sign on the drive thru board???? Mobile ordering is still working and still allowed to! So y'all just wasted half hour of a dozen people's lives for nothing but your laziness to make a sign or tell people thru the headset you wasnt open..... or to say on the app that you was closed! Just like last week when I ordered apple slices for my daughter and you tried to give me some mushy ass apple micro bite size oatmeal apples without even telling me!",2022-01-01 15:51:27,1095,176,1,0,0,0,0,0.0
82517,McDonald's,1,"Service is very slow. They got my older are mixed up, kept trying to give me someone else's.",2022-01-01 15:44:53,1095,18,0,0,0,0,0,0.0
106266,McDonald's,1,Worst service and rudest people. I worked at McDonald's for years and it is appalling to see how awful this store is managed. I waited 20 minutes before anyone even acknowledged me in the store. The drive-thru is consistently too long. This location should permanently shut down.,2022-01-01 15:33:44,1095,47,1,0,0,0,0,0.0
85400,McDonald's,1,"They literally hide from customers after like 8pm. Everytime recently. Also, every burger bun for the past 6 ish months have been extremely stale when They aren't hiding. The frys here are also always so cold gross EVERYTIME I don't suggest going to this location. Worst on this side of town.",2022-01-01 04:45:03,1095,51,0,0,0,0,0,0.0
79238,McDonald's,1,"closed @ 7pm on New Years Eve...

if you can't find staff, at least update your hours!!",2022-01-01 00:26:47,1095,17,0,0,0,0,0,0.0
43503,McDonald's,1,"Got in the drive thru at 4:50 PM thinking I could get home by 6 with no problem. When I finally got to the second window 50 minutes later, they gave us our drinks and told us to wait in the parking lot with 3 other people ahead of us. No one got their food and I paid ten bucks for two watered down sodas. I'd rather eat dog food than at this place",2022-01-01 00:09:28,1095,74,1,0,0,0,0,0.0
73230,McDonald's,1,This is the slowest McDonald's I've ever been at. Every single time.  They don't even have dine in service right now and they are still insanely slow.,2021-12-31 21:45:46,1096,27,0,0,0,0,0,0.0
25959,McDonald's,1,"Wow. The world is such that you have to kiss the order  taker at McDonalds ass just to order your food. Ordered a number 2 and also chicken nuggets. They asked what's sauces? I said honey mustard and sweet and sour. They said no! You get one. You'll pay for the extra. Okay...then I'll pay'... I paid and waited. The window was opened and my food was handed to me and window slammed shut. 

Slam the damn window then! Im still here because I'm waiting for my drink. Not because I enjoy you... or your pleasant to look at or friendly. 

No one needs anything special. Please give the order..in its entirety..through the window. That's all. You dont get a fucking award for working! I wasn't mean to you. I'm so sorry your life is so hard  that you have to hold a job. 

Are fast food restaurants struggling? Yes because some employees are so fucking rude that regular folks that are friendly and patient cant even be treated like humans. No I'm no longer friendly. I just want a burger. 

Since when did you have to have a repor at the drive through? 

It's like going to the DMV you have to kiss ass to get anything. People just want a burger. That's it!  It's a burger!  

Why is getting fast food so difficult these days? 

Haha! I just want to swing through McDonalds! Why is it a psychological puzzle. It's a fucking fast food burger! Shouldn't be so incredibly hard.",2021-12-31 10:58:02,1096,252,1,0,0,0,0,0.0
86193,McDonald's,1,"How can a 24hr restaurant be shut down numerous times through out the night? The restaurant is a 24hr one, there are no notices posted of the closure. Im not one to normally complain but when McDonald's consistently repeats their shutdowns makes me want to find out why the shutdown. I will be reaching out to corporate to further my complaint, until I am satisfied with a good reason why a 24hr restaurant keeps shutting down.",2021-12-31 08:08:43,1096,76,0,0,0,0,0,0.0
91082,McDonald's,1,"Every single worker in there when I went tonight deserves to be fired. For some reason they weren't doing the drive thru at 10pm, only ""online pickup and delivery"". So we got out of line to go to the pickup parking spot to download the app and order. As we are ordering workers were outside smoking and staring at my car. Once we put the order in for pick up we went through the drive thru once again and was greeted with the same lady who sounds like she hates her life. Then proceeded to say that EVERYTHING we ordered, they were out of. Can't believe these tub of shit workers want 15 an hour but don't feel like making any food an hour before they close Fire them all, close down the McDonald's, and sell the building fr",2021-12-31 05:19:12,1096,139,1,0,0,0,0,0.0
63818,McDonald's,1,"This location is garbage!!! I ordered a chicken sandwich and fries were ice cold and tasted like they've been sitting out for days. The chicken sandwich was dry and burnt. The amount of mayonnaise they put on this sandwich was a joke, see the photo for evidence. I get that it's McDonald's and to not have too high of standards but come on, this is just beyond ridiculous. You have to literally try to ruin it this bad!",2021-12-31 03:25:56,1096,78,1,0,0,0,0,0.0
115638,McDonald's,1,Fuck this place I order on DoorDash send me a whole different order with the receipt with my order with some busted open fucking dipping sauce hope this bitch burns down,2021-12-31 02:53:43,1096,31,1,0,0,0,0,0.0
110182,McDonald's,1,"This is the worst McDonald's I have ever been to. The older Indian worker is terribly rude. We paid for extra sauce, as they are very strict on sauces provided (which I understand). However, we were not given any sauces with our order. When we waited to tell him, he was snarky and mentioned we needed to pay for our sauces. I noted, politely, that we did in fact pay and he asked for the receipt, immediately walking away when I turned to get it. When I provided it, he didn't even look. 
Additionally, he forgot a drink and when I asked for it he told me I only ordered two, which wasn't true. As mentioned, we provided the receipt and he gave it to us, but was very rude. 
This has happened every time I've been here. I have never had a pleasant experience with him. 
I would literally drive 20 minutes just to avoid this man.",2021-12-31 01:52:46,1096,158,1,0,0,0,0,0.0
72388,McDonald's,1,So I was an employee at the restaurant and I have two kids of my own so they they deactivated my account because I haven't shown up to work in a while but you don't pick up the phone when I called this please do take forever the employees talk too much they talk to each other they don't know what to do with themselves they talked with a bad attitude like I'm mad because they deactivated my account and most likely I'm fired if I go in so they're terrible and then a review I give you 0 Stars,2021-12-30 21:58:41,1097,100,1,0,0,0,0,0.0
103736,McDonald's,2,The manager that was there yesterday afternoon couldn't handle the lunch crowd. They kept messing up the orders the man in line was waiting on his food to be remade for about 30 minutes.. I was waiting for a refill on sweet tea for about 20 minutes.two girls came up to me one said it's not made and walked away. The other one said it's not brewing and walked away. The manager finally came over to me and asked me what I wanted and went to the back and got me a sweet tea. I don't under stand why the other two girls couldn't bring up the sweet tea or made sure there was another brewing instead of staring at the screen. There was a lot of orders waiting on sweet tea. Very unorganized,2021-12-30 19:19:53,1097,134,0,0,0,0,0,0.0
63264,McDonald's,1,"I would rather suck on stranger toes then EVER RETURN to this piss hole!! They actually had the nerve to say they open the restaurant on ""SLIDING SCALE""  I'm dead!!!! This is not the first time I've had similar experiences here. Plus... like let's get real.... McDonald's is literally the bottom of the barrel when it comes to food options these days. I mean, sharing kibble with my Frenchie is a degree higher! Lol",2021-12-30 10:30:25,1097,74,1,0,0,0,0,0.0
86480,McDonald's,1,"tried to go through the 24/7 driver through and when employee saw us, they ran to the back to hide. We haven't been greeted or served at all.
12/30/2021. you need to hire better night staff.",2021-12-30 07:49:07,1097,36,0,0,0,0,0,0.0
54486,McDonald's,1,Waited for an hour - no exaggeration here - in the drive thru line (maybe 6 cars ahead of me in line.)  When we finally got the food the order was wrong.  They said they would fix it but after sitting in the parking lot for another 15 minutes we left.  The lady who took our order was nice but everyone else was either totally unresponsive or rude.,2021-12-30 05:27:15,1097,68,0,0,0,0,0,0.0
119712,McDonald's,2,"Please be sure you drive before visiting.  The management tends to lock the dining room when short staffed, denying walk in customers.  After an 1130 AM visit, they almost refused to wait on me.   Drive thru customers take priority.",2021-12-30 02:59:38,1097,39,0,0,0,0,0,0.0
95171,McDonald's,1,Horrible service all the time. The sodas are almost always flat. The coke at this location taste terrible. They don't honor the app coupons at this location. Spend the extra few bucks to drive to a different location you will thank me,2021-12-29 18:44:46,1098,42,1,0,0,0,0,0.0
110799,McDonald's,1,"I've stopped at this McDonald's a couple of times. I'm not one to fault service from one bad experience, but now I've had my second. Not only is the end dining unavailable but they've locked the doors so when you have something wrong with your order through the drive-through you have to wait and go all the way around the drive-thru again. Try doing that at lunchtime.  I did have one other opportunity to Donna at this location only to find at 11:45 PM it was closed.",2021-12-29 17:38:56,1098,87,0,0,0,0,0,0.0
66449,McDonald's,1,"TERRIBLE CUSTOMER SERVICE --I will not return. The manager would not give me the order that I paid for at the drive through. She kept insisting that I ordered something else and paid a different total.  She argued and instead of offering to retake my order, she insisted that I pull forward and wait for a refund. I pulled forward and waited and finally left without my food or a refund. Once at work I checked online and saw that I did pay for what I did order but never received the food or a refund. I called for a refund but was told that she could not do that over the phone. I was told that I would have to return to the store for a gift card instead.  While she was on the phone with me she was constantly talking in Spanish to someone with her. Since my office is nearby my coworkers and I used to drive through frequently. I will not be patronizing this store while under the current management that does not understand how to give good customer service.",2021-12-29 13:24:57,1098,184,1,0,0,0,0,0.0
86196,McDonald's,1,"Ordered at drive through this morning and the rude manager with poor English skills argued that I ordered and paid for a much cheaper order. I returned the food to her since it was not my order. She kept insisting that I ordered 2 sausage burritos and only paid for that but I ordered ice tea, oatmeal and a hash brown and was charged 6.28 on my debit card. She refused to give me what I ordered. After She argued for awhile she insisted that I drive forward and wait for a refund. I waited for awhile then drove off without my breakfast or a refund -no chance to get what I ordered for breakfast once I got to work I saw online that I did indeed pay $6.28 no apologies were ever given I called but she kept talking Spanish to other people while she was on the phone to me. She told me that she had no way to refund my debit card and that I would need to return to the store for a refund. Not worth the aggravation for breakfast and a big waste of my time. Myself and many other in my office used to pick up food from this McDonalds. Those days are over with the current management in place...",2021-12-29 13:08:46,1098,216,1,0,0,0,0,0.0
62795,McDonald's,1,"Nope. How difficult is it to get an order of one Big Max and one Filet of Fish and a bottled water correct? 

Three standard items. This is easy. 

But not here. Too complicated.",2021-12-29 03:33:08,1098,34,0,0,0,0,0,0.0
84049,McDonald's,1,Y'all should close the location up and save money fr fr  like all jokes aside I waited 30 mins for no reason it's sad I get u may be short staffed but close the store down and save money,2021-12-29 03:06:14,1098,39,0,0,0,1,0,0.0
121764,McDonald's,1,"I'm glad my daughter didn't go into labor while here. She would have had the baby before we got out of the line. The wait is awful, rude employees and horrible food.",2021-12-29 02:13:32,1098,32,1,0,0,0,0,0.0
96381,McDonald's,1,I didn't know I had to specify that I wanted a large order of fries and not just a large fry box.,2021-12-29 01:01:12,1098,22,0,0,0,0,0,0.6931471805599453
81445,McDonald's,1,Would give it a 0 if it was possible i don't know what it is about this location but every single fucking time my orders fucked up 2 mcdoubles no mustard no onion and a large fry isn't a big ask yet somehow they manage to have soggy fries every single time,2021-12-29 00:55:31,1098,52,1,0,0,0,0,0.0
62348,McDonald's,1,"I waited over 40 minutes for a mobile order. Employee came to my car with incorrect order. After a while I came to the window and they said they were not able to fulfill my order completely. I asked for something of equal value. They did not give me anything close to equal value and refused to refund what they couldn't fulfill.  After that I asked to speak to a manager and the employee close the window on me and did not come back. Altogether I was waiting outside for 50 minutes. This is completely and utterly ridiculous in every way. This is not the first time Ive had an issue with this McDonalds. 
12/28/21 between 6 and 7pm",2021-12-29 00:21:07,1098,119,1,0,0,0,0,0.0
61935,McDonald's,1,"Don't like the rude attitude I get from the lady with the dreads or long braids, like calm your tone",2021-12-28 22:56:49,1099,20,0,0,0,0,0,0.0
106224,McDonald's,1,"I'm pretty sure this is NOT a sausage McMuffin with egg!!  Everybody makes mistakes, but DON'T get an attitude with the customer when they (we) point it out!",2021-12-28 14:59:30,1099,28,0,0,0,0,0,0.0
86418,McDonald's,1,"If I could give 0 stars I would in a heartbeat. I ordered 2 burgers only ketchup and was given to Big Macs with everything but ketchup on them. I don't understand how hard it is to make a burger with LITERALLY ONLY KETCHUP. AND I WAS GIVEN 2 small/ medium fries. I barley eat fast food and this is one of the reasons why. CANT BELIEVE IT. If someone from management could reach out to me I'd like a refund. Figuring you guys wouldn't mess up such a simple order I didn't ask for a receipt. My order was placed this morning around 1:15AM. My  order was supposed to be ( 10 piece nuggets, 2 double cheeseburgers only ketchup, large fry and a medium fry). Total was around $18 and some change. THANKS!!!",2021-12-28 06:31:24,1099,134,0,0,0,0,0,0.0
82173,McDonald's,1,"Insanely slow and don't answer when you pull up to order for a few solid minutes. I waited 15 minutes for one egg McMuffin and a coffee, and that's not even too long a wait at this location, believe it or not. Get your s*** together",2021-12-27 15:23:52,1100,46,1,0,0,0,0,0.0
100153,McDonald's,1,"This McDonald's baffles me. My office is just a block away, so it's right on my way into work. Over the past six months, I've stopped at the drive through maybe 4-5 times, and tried to walk in once, all around 845am. Every single time I've been told that I wouldn't be able to order. I've been told a different reason why every time - not open (says 24 hours? It's 845am on a Weekday?), payment processor not working, door dash only, no food right now, etc. It's just wild, most McDonald's are pretty on point, but this one just baffles me. Do you not want me to pay your business for the goods you purport to sell? What's going on!? Lol.",2021-12-27 13:55:20,1100,122,0,0,0,0,0,0.0
80078,McDonald's,1,"Came in at 9:40pm, which was 20 minutes before closing. I get that it's near closing, but my order was small and was 20 whole minutes before closing. This man (I'm guessing he's the manager) gavee the rudest look when he let me in the store. And then when I was leaving, he yelled something in foreign language. I'm guessing he cursed me out or said something rude. Whoever is the manager needs to get fired or needs some disciplinary action because he should not treat the customer like that. NEVER coming to this store again as long as he works there.",2021-12-27 06:09:35,1100,102,0,0,0,1,0,0.0
92754,McDonald's,2,"The young night girls are rude for absolutely no reason. It's McDonald's, so I'm not expecting 5 star service, but there's no reason why I should feel like I'm being yelled at every time I come here after 9 pm. The day shift employees have been absolutely lovely though, so I usually just try to avoid late night dinners here.",2021-12-27 03:20:30,1100,60,0,1,0,0,0,0.0
40242,McDonald's,1,"It's just bad... that's all I have to say to describe this place. The service, terrible. The food, sub par. I once ordered a Big Mac and I just got the bun, couldn't make it up if I tried.",2021-12-26 21:34:10,1101,39,1,0,0,0,0,0.0
100156,McDonald's,1,"Ordered food on the McDonald's app for carry out,  they locked the doors with people inside eating and wouldn't open them and wouldn't even come to the door. Couldn't pick up my food because the drive thru line was around the building. Save the trip and go to a different food chain. PS they also said they couldn't cancel my order so I lost $10.",2021-12-26 20:37:55,1101,65,0,0,0,1,0,0.0
87893,McDonald's,1,"Went in for an online order pick up. When I got there they had not even started the order yet even though they'd had plenty of time to get it going. Waited another 15 minutes while watching the kitchen staff yell at each other like a bickering family and moving a slow as can be, before finally producing the food I was picking up. A ridiculous experience, if I had not been going in to pick up an order for someone else I would not have gone in at all, and will never go in for myself. I don't know who's in charge of that McDonald's but you guys gotta step up your game because you're getting quite a bit of one star reviews and it's not gonna help your location thrive. Either way I'm never coming back for any reason.",2021-12-26 18:33:42,1101,141,0,0,0,1,0,0.0
36757,McDonald's,1,"The worst McDonald's I've ever been to. We placed a mobile order and had the receipt. They said they didn't have it, wouldn't even look at the receipt or check our order number/code. Manager was absolutely no help. Why bother having one? Staff is very rude. This place is a joke. Won't step foot in here again.",2021-12-26 16:58:19,1101,57,1,0,0,0,0,0.0
79002,McDonald's,1,"The food was dry and missing all of the flavor. I'd have to say that I caught them on a bad day because I've never gotten food this bad from them before. I have no pictures because after the first bite, I tossed it in the trash. I've been to a good McDonald's before and this wasn't it.",2021-12-26 16:53:57,1101,58,0,0,0,0,0,0.0
108459,McDonald's,1,"I stopped this morning to get a biscuit and gravy and nobody came to the speaker to take my order and I hollered 3 times hello is anybody working and nobody answered me. I don't know if I will stop there again, but I know somebody knew there was a car waiting to order and I guess they just didn't want to answer me or take my order.",2021-12-26 12:25:16,1101,68,0,0,0,0,0,0.0
113809,McDonald's,1,The customer service is horrible & the staff was extremely rude. They also ran out of regular buns & went to the Dollar Store to buy the CHEAPEST buns to replace the ones they were out of. Crunchy & disgusting.,2021-12-26 09:39:29,1101,40,1,0,0,0,0,0.0
117434,McDonald's,1,"Poor customer service , I get it's Christmas but no one should have to wait over ten minutes in front of the ordering machine. When there's no one ahead of us and the dinner hall is practically empty. The line to begin with was long and slow. We on numerous occasions asked if some was there. No reply.    You can hear us and see us but yet ignore your customers. Once again I understand the circumstances but customer service goes a long way.",2021-12-25 23:52:42,1102,83,0,0,0,0,0,0.0
81340,McDonald's,1,"Would rate ZERO stars if i could, workers are ignorant and dumb. That's even if they answer the drive through window past 10pm. Supposedly 24/7 but yet they just started at you and don't answer the drive thru. Prime example why 15/hr is a ridiculous concept.",2021-12-25 20:24:26,1102,46,1,0,0,0,0,0.0
111165,McDonald's,1,"They have signs all around the building that say the drive through is open until Midnight Thursday, Friday, and Saturday. Then in teeny little letters on the drive through window it says closed Christmas Day. There was a line for the drive through.",2021-12-25 18:50:57,1102,43,0,0,0,0,0,0.0
32276,McDonald's,1,Ok this McDonald's is the worst ever. I've never been so angry sitting in a drive through line. How long!! My goodness!! Like why is it taking forever,2021-12-25 07:48:18,1102,28,1,0,0,0,0,0.0
51401,McDonald's,1,The customer service is disappointing at best. They also dont seem to know how mobile orders work.,2021-12-25 01:47:06,1102,17,0,0,0,0,0,0.0
88020,McDonald's,1,Worst drive thru experience of my life. Waited 30 min behind one car to get to the order screen only to have someone tell me they will be right with me and take 4 other cars and 15 min while I sit at the ordering screen. I should've looked at the reviews before I went to this place but let this be a warning to anyone interested.,2021-12-24 07:36:49,1103,67,1,0,0,1,0,0.0
79596,McDonald's,1,This is the third time this place didn't put salt on their fires. It's an absolute travesty!!!!,2021-12-24 05:36:47,1103,17,1,0,0,0,0,0.0
80639,McDonald's,1,Worst service ever. Everyone working there is socializing and goofing around. No interest in taking or filling orders. Late night drive thru is the absolute worst. Slow and unfriendly.,2021-12-24 04:45:06,1103,29,1,0,0,0,0,0.0
106242,McDonald's,1,"The worst service, food tasted unfresh and the drinks werent even filled. I feel duped with the food service and customer service.",2021-12-24 03:51:40,1103,22,0,0,0,0,0,0.0
92391,McDonald's,1,"Made order for pick up to avoid the long drive through lines.   Not yo long it. Wait. Arrived home  to find my entire order a mess  yet it was a very simple order 
2 spicy chickens.  Large fry  Frappuccino 

The  chicken sandwiches  hand nothing on them only a chicken patty. An bun. The fry was a Small fry an was ice cold an the Frappuccino was half full 

Not sure why this place is still in business at this point. Attempted to call back the phone is busy  seems like it's off the hook so no one can call the business 
Pretty crappy night.   Can a store manger please give me a call",2021-12-24 02:15:34,1103,113,0,0,0,0,0,0.0
90653,McDonald's,1,Never had a McDonald's charge for sauces before. Should've stopped somewhere else and it's too early for the food to not taste fresh.,2021-12-23 16:44:19,1104,23,0,0,0,0,0,2.4849066497880004
88169,McDonald's,1,"I will say the customer service is nice and the employees are kind, but they DO NOT care about you after you leave the window. I've went the last two times and my order was wrong. Last time I ordered four chocolate chip cookies and got two apple pies and then today my chicken sandwich was completely plain (which I didn't ask for) and the apple pie seemed to be sitting out for hours- it was dry, crusty and old. I just wouldn't go to this location. Not worth your money.",2021-12-23 04:43:31,1104,91,0,1,0,1,0,0.0
76667,McDonald's,1,Tried to dine in at 9:50pm and the door was locked. People were inside eating and the hours on the door said open until 11:00. A women came to the door and then asked her coworker and then they obviously just made up that the registers inside were not working. Seemed weird because I saw the people inside ordering as I walked up. Just another case of employees not caring if where they work makes money. Maybe I looked like I was gonna hang out for over an hour but I was really just grabbing something and walking back to my hotel. Thanks a lot! I hope the owner sees this and realizes how much beach foot traffic money they are missing out on by hiring buttholes.,2021-12-23 03:07:30,1104,127,0,0,0,0,0,0.0
114512,McDonald's,1,"i'm ashamed that i even had to write a review and that i couldn't rate 0 starts because oh my god. absolutely awful. service sucks, food was undercooked, and don't get me started on that girl with the red box braids. i've never seen that girl in my whole life but she talked to me like we had beef. ALL of the front service girls were on something because they all had an attitude! i also heard the red haired girl say something about me and she literally tossed the bag at me! i know the stress of working at mcdonald's but this was beyond words. i worked there for over a year and the ones that i worked at were horrible but i'm surprised this one was worse. oh and to add, the girl wanted to argue with me over my order even though the receipt CLEARLY SHOWED that i had gotten another fry and she wouldn't give it to me without paying. ADN she harassed my friend by laughing at him saying hello. never coming back. ever. absolutely disgusting people, food, and attitudes. i'm literally a teenager with a different attitude but this was worse than i have ever been.",2021-12-23 01:47:15,1104,202,1,0,0,0,0,0.0
69942,McDonald's,1,"Trash service. After waiting for 20 mins in drive through line, got to the window and was told they were closed.",2021-12-23 00:03:35,1104,21,1,0,0,0,0,0.0
79255,McDonald's,1,"This is the worst McDonald's to literally ever exist, lazy pieces of trash work here idk who is management but fix it cuz wtf lazy mfs",2021-12-22 07:18:45,1105,26,1,0,0,0,0,0.0
36543,McDonald's,1,"2nd worst McDonald's experience in the world. 

Often order a happy meal for the kiddo and they usually are missing an item of food weather it be the apple slices, milk, and yes, if you can believe it the nuggets were once missing.  

Have submitted complaints through McDonald's.   But beware.",2021-12-22 06:37:44,1105,50,0,0,0,0,0,0.0
36555,McDonald's,1,"Definitely the worst McDonald's expire NcE I have had in the world.  They often leave things out of orders.   Have even submitted complaints through McDonald's online for this location.   I have noted on several occasions that they take the card at the front window and keep it for longer periods and they walk away with it.   I recently experienced CC fraud and I suspect (cannot prove) that this location may be the culprit, as my card was used directly across the street (and online) to rack up charges.  

If you have to go here use cash and check your order.",2021-12-22 06:34:52,1105,100,1,0,0,0,0,0.0
86141,McDonald's,1,"this place is the worth establishment i have been to in the year 2021. the customer service is TERRIBLE. by far my worth fine dining experience of 2021. we were denied food for our large family because it was taking too long to order, too long meaning 3 minutes tops when we waited in line for 10 minutes. 
if i could rate it a 0 i would",2021-12-22 01:35:41,1105,67,1,0,0,0,0,0.0
114308,McDonald's,1,actual garbage. every single time i have to come here they mess up almost everything. i am so nice to them and they are rude asf and one of them called me a bitch because i asked for fries and a drink. apparently that was too much for them. probably better off going to the one on pendleton pike. trust me when i say u will be back in line because something will be messed up. and they will 1000% be disrespectful even if they messed it up. if i could give 0 stars i would.,2021-12-21 20:04:51,1106,96,1,0,0,0,0,0.0
68778,McDonald's,1,This is the worst location you can ever go to. The employees are lazy and I understand you are understaffed but to not even attempt to do your job is ridiculous. If I could give you a -5 I would,2021-12-21 19:48:29,1106,40,1,0,0,0,0,0.0
41025,McDonald's,1,"Usually I'm not one to write reviews whatsoever, but this McDonald's took a lot for me to actually write one. First off, the employees of this place are absolutely so rude for no reason? The women of this place, oh dear lord (especially the younger ones) have an attitude the entire time you're ordering. I could literally hear them sighing over the microphone while ordering food. It's not my fault that you guys have to work here at night time - God forbid I am hungry. I absolutely hate this place, I will drive down to Valencia to get McDonald's from now on. I know those people are actually nice and don't complain about getting a simple job done. This whole McDonald's needs a whole new team to be honest. The gentleman, however I've never had a single problem with. They are very nice and helpful as well. Please don't think that I am being sexist, but this is what it has come down to. So  unprofessional, these people need to find other jobs where they don't have to deal with people because clearly they weren't taught the basic rules of customer satisfaction. - Good luck.",2021-12-21 17:57:28,1106,196,1,1,0,0,0,0.0
103955,McDonald's,1,im disappointed but not surprised with the sh*tty service i received here tonight. they refused to  acknowledge me at the mic after five minutes and saying hello i was still ignored. i pull up to the window where i can physically see workers passing by and ignoring me. i was actually making eye contact with one at the window for a good 5 more minutes and still no greeting or service. as two cars pull up behind me im growing impatient and decide to turn around through the drive thru again and i see the other cars being helped and out by the time im pulling back in. lazy f*cking incompetent workers at this location.,2021-12-21 11:04:27,1106,115,1,0,0,0,0,0.0
63042,McDonald's,1,"It's open 24/7 yet everytime I get off work for some reason the system is always down I don't think the workers want to work , no way in hell the system is down everytime . Just crazy !",2021-12-21 08:13:43,1106,39,1,0,0,0,0,0.0
59112,McDonald's,1,"Every single time, literally every time I go to this McDonald's after 11 pm they say they are no longer taking orders or just closed when they claim to be open 24 hours.",2021-12-21 03:03:55,1106,33,0,0,0,0,0,0.0
56224,McDonald's,1,Showed up at 7:45PM and the doors were locked. No signage present to notify anyone that there was a chance to the lobby hours. Several people were observed inside to include ordering food. Eventually one customer came to let another customer out and informed us that the lobby was closed. Then proceeded to lock the door on us. If the lobby doors are locked why is there not an employee there to open the doors. Additionally the website stated that this location was open from 5:00 AM to 10:00PM. Sure would have been nice to have some form of notification!,2021-12-21 01:59:36,1106,100,0,0,0,0,0,0.0
100204,McDonald's,1,One of the worst services I had ever experienced in my life. I sat at the drive through for 15 minutes waiting to place an order another vehicle came they took care of that car and when I went inside to talk to a manager she was rude and refused to take my order. They are the worst I've ever come across through.,2021-12-21 01:35:44,1106,63,1,0,0,0,0,0.0
107332,McDonald's,2,Come here everyday n lunch because this is the only place by my job. Ask for cooked to order food and they get it correct 20% of the time.,2021-12-20 20:42:30,1107,29,0,0,0,0,0,0.0
89341,McDonald's,1,The employees here are the rudest people I've ever encountered. If you hate your job so much find another one and stop making it a horrible experience for the paying customers. Always a bad experience at this location always!! Try to give the benefit of the doubt but no more they will never change and the management is the worst ones to deal with that just shows you nothing will change. Spend your hard earned money somewhere else!!,2021-12-20 19:29:43,1107,78,1,0,0,1,0,0.0
92845,McDonald's,1,"WHY DO I BOTHER???
I
Today may have been the last straw for me and this location. Even before COVID, it was very often food would be missing from our orders. But now with often times the store being closed during posted open hours, the often one lane closed for drive through, the poorly congested entrance (especially I when one lane is closed), still food missing from order requiring another 20 minute wait in the drive thru to get missing items, and this morning waiting 20 minutes in the drive thru to get breakfast to be told now serving lunch and then waiting another 10 minutes to leave after saying no thank you...just probably going to go to any other McDonald's than this location. Recommend doing the same since frequent survey results and complaints to this location seem to fall on deaf ears.",2021-12-20 17:47:00,1107,143,0,0,0,1,0,0.0
